numero_uai,denomination_principale,dénomination complémentaire,code_postal_uai,localité_acheminement,departement,nature_uai,nature libellé,Ministère tutelle 
0601557S,ETABL.POUR DEF.INTELLECTUELS,HOME D ENFANTS LA SOURCE,60480,FROISSY,060,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0601618H,ETABL.POUR DEF.INTELLECTUELS,INSTITUT MEDICO-PROFESSIONNEL,60170,RIBECOURT DRESLINCOURT,060,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0601940H,ETABL.POUR DEF.INTELLECTUELS,LES PAPILLONS BLANCS,60000,BEAUVAIS,060,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0602126K,INSTITUT MEDICO EDUCATIF,,60700,LES AGEUX,060,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0602127L,INSTITUT MEDICO EDUCATIF,,60600,ETOUY,060,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610816F,INSTITUT MEDICO EDUCATIF,SEGUR,61270,AUBE,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610822M,INSTITUT MEDICO EDUCATIF,DOMAINE DE PIGEON,61400,ST HILAIRE LE CHATEL,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610832Y,INSTITUT MEDICO EDUCATIF,LES COTEAUX,61400,MORTAGNE AU PERCHE,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610917R,INSTITUT MEDICO EDUCATIF,LA GARENNE,61000,ST GERMAIN DU CORBEIS,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610920U,INSTITUT MEDICO EDUCATIF,LA RIBAMBELLE,61000,ALENCON,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610924Y,INSTITUT MEDICO EDUCATIF,LES PEUPLIERS,61102,FLERS CEDEX,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610925Z,INSTITUT MEDICO EDUCATIF,LA PASSERELLE,61000,ALENCON,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610927B,INSTITUT MEDICO EDUCATIF,DU PERCHE,61400,MORTAGNE AU PERCHE,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610991W,INSTITUT MEDICO EDUCATIF,GODEGRAND,61500,LA CHAPELLE PRES SEES,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610992X,INSTITUT MEDICO EDUCATIF,L ESPOIR,61200,ARGENTAN,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0610993Y,ETABL.POUR DEF.INTELLECTUELS,IME LA SOURCE,61300,L AIGLE,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0611013V,ETABL.POUR DEF.INTELLECTUELS,IMPRO GODEGRAND,61500,NEUVILLE PRES SEES,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0611163H,INSTITUT MEDICO EDUCATIF,MARIE CRUE,61100,FLERS,061,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0620670S,INSTITUT MEDICO-EDUCATIF,VERTS TILLEULS,62450,RIENCOURT LES BAPAUME,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622477F,INSTITUT MEDICO-EDUCATIF,LES LONGS CHAMPS,62000,ARRAS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622482L,INSTITUT MEDICO-EDUCATIF,DU BOULONNAIS,62830,SAMER,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622483M,ETABL.POUR DEF.INTELLECTUELS,IMPRO DE L A.P.A.J.H.,62147,HERMIES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622484N,INSTITUT MEDICO-EDUCATIF,J DE ST AUBERT  LA VIE ACTIVE,62117,BREBIERES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622485P,ETABL.POUR DEF.INTELLECTUELS,IMPRO DE L A.L.E.F.P.J.,62100,CALAIS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622486R,ETABL.POUR DEF.INTELLECTUELS,IMPRO FOND. BECQUET-DE COCOVE,62185,FRETHUN,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622487S,ETABL.POUR DEF.INTELLECTUELS,CENTRE MEDICO-PEDAGOGIQUE ASRL,62130,GAUCHIN VERLOINGT,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622488T,INSTITUT MEDICO-EDUCATIF,LE BEAU MARAIS,62660,BEUVRY,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622490V,ETABL.POUR DEF.INTELLECTUELS,AU MOULIN DE SAINT MICHEL ASRL,62130,ST MICHEL SUR TERNOISE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622520C,ETABL.POUR DEF.INTELLECTUELS,I.M.P.D. DE L E.P.D.A.H.,62100,CALAIS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622521D,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62210,AVION,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622522E,INSTITUT MEDICO-EDUCATIF,JEAN MERMOZ,62160,BULLY LES MINES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622523F,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62802,LIEVIN CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622525H,ETABL.POUR DEF.INTELLECTUELS,I.M.P.D. DE L E.P.D.A.H.,62630,ETAPLES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622526J,ETS POUR DEFICIENTS MOTEURS,E.P.D.A.E.A.H.,62922,AIRE SUR LA LYS CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622527K,INSTITUT MEDICO-EDUCATIF,RAYMOND DUFAY,62505,ST OMER CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622528L,ETABL.POUR DEF.INTELLECTUELS,I.M.E DE L A.P.A.J.H.,62500,ST MARTIN AU LAERT,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622529M,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62330,ISBERGUES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622552M,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62117,BREBIERES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622553N,INSTITUT MEDICO-EDUCATIF,JEAN JAURES  LA VIE ACTIVE,62000,ARRAS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622554P,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62304,LENS CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622558U,INSTITUT MEDICO-EDUCATIF,LES SAULES  E.P.D.A.E.A.H.,62180,RANG DU FLIERS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622559V,INSTITUT MEDICO-EDUCATIF,ANDRE BOCQUET  LA VIE ACTIVE,62290,NOEUX LES MINES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622771A,INSTITUT MEDICO-EDUCATIF,LOUBET  LA VIE ACTIVE,62700,BRUAY LA BUISSIERE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622785R,ETABL.POUR DEF.INTELLECTUELS,IMPRO CENTRE MERMOZ,62160,BULLY LES MINES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622786S,INSTITUT MEDICO-EDUCATIF,JEANNETTE PRIN  LA VIE ACTIVE,62470,CALONNE RICOUART,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622788U,INSTITUT MEDICO-EDUCATIF,JEAN MOULIN  LA VIE ACTIVE,62921,AIRE SUR LA LYS CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622832S,INSTITUT MEDICO-EDUCATIF,RENE CARBONNEL  LA VIE ACTIVE,62967,LONGUENESSE CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622842C,ETABL.POUR DEF.INTELLECTUELS,IMPRO DE L A.P.A.J.H.,62231,SANGATTE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622857U,INSTITUT MEDICO-EDUCATIF,F DARCHICOURT  LA VIE ACTIVE,62304,LENS CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622939H,INSTITUT MEDICO-EDUCATIF,CHATEAU LACROIX  LA VIE ACTIVE,62126,WIMILLE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622940J,INSTITUT MEDICO-EDUCATIF,LA VIE ACTIVE,62650,HUCQUELIERS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622987K,INSTITUT MEDICO-EDUCATIF,LEO LAGRANGE  LA VIE ACTIVE,62232,ANNEZIN,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0622995U,INSTITUT MEDICO-EDUCATIF,JEAN VAN RULLEN  LA VIE ACTIVE,62400,BETHUNE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623006F,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62230,OUTREAU,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623085S,INSTITUT MEDICO-EDUCATIF,ROBERT MERIAUX  LA VIE ACTIVE,62180,RANG DU FLIERS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623086T,INSTITUT MEDICO-EDUCATIF,LA VIE ACTIVE,62110,HENIN BEAUMONT,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623197N,ETABL.POUR DEF.INTELLECTUELS,LA JUVENERY,62223,STE CATHERINE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623199R,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62172,BOUVIGNY BOYEFFLES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623200S,ETABL.POUR DEF.INTELLECTUELS,I.M.P. LES IRIS,62103,CALAIS CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623201T,INSTITUT MEDICO-EDUCATIF,,62220,CARVIN,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623203V,INSTITUT MEDICO-EDUCATIF,LOUISE THULIEZ,62110,HENIN BEAUMONT,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623204W,INSTITUT MEDICO-EDUCATIF,AFAPEI LE LUTIN DES BLEUETS,62100,CALAIS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623205X,INSTITUT MEDICO-EDUCATIF,LEONCE MALECOT,62300,LENS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623206Y,ETABL.POUR DEF.INTELLECTUELS,I.M.P. LA GRENOUILLERE,62134,MONCHY CAYEUX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623207Z,INSTITUT MEDICO-EDUCATIF,LE CHATEAU NEUF,62118,MONCHY LE PREUX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623208A,INSTITUT MEDICO-EDUCATIF,A.P.E.I.,62640,MONTIGNY EN GOHELLE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623210C,INSTITUT MEDICO-EDUCATIF,A.P.E.I.,62310,FRUGES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623211D,INSTITUT MEDICO-EDUCATIF,ECOLE MOULIN  LA VIE ACTIVE,62710,COURRIERES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623226V,ETABL.POUR DEF.INTELLECTUELS,IMPRO DU BEL AIR,62630,ETAPLES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623335N,ETABL.POUR DEF.INTELLECTUELS,IMPRO DE L UNION MUTUALISTE,62690,CAMBLAIN L ABBE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623369A,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62410,WINGLES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623370B,INSTITUT MEDICO-EDUCATIF,LA VIE ACTIVE,62801,LIEVIN CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623634N,ETABL.POUR DEF.INTELLECTUELS,IMPRO DE L E.P.D.A.H.,62505,ST OMER CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623689Y,INSTITUT MEDICO-EDUCATIF,E.P.D.A.E.A.H.,62107,CALAIS CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623799T,INSTITUT MEDICO-EDUCATIF,RAYMOND DUFAY,62505,ST OMER CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0623821S,INSTITUT MEDICO-EDUCATIF,AU MOULIN DE SAINT MICHEL,62165,ST POL SUR TERNOISE CEDEX,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0624086E,INSTITUT MEDICO-EDUCATIF,LEONCE MALECOT (APEI),62300,LENS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0624221B,INSTITUT MEDICO-EDUCATIF,ALBERT CALMETTE,62176,CAMIERS,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0624362E,INSTITUT MEDICO-EDUCATIF,AU MOULIN SAINT-MICHEL,62130,ST POL SUR TERNOISE,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0624421U,INSTITUT MEDICO-EDUCATIF,LA PETITE MONTAGNE,62330,ISBERGUES,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0624452C,INSTITUT MEDICO-EDUCATIF,CENTRE MEDICO PSYCHOLOGIQUE IN,62110,HENIN BEAUMONT,062,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0630323J,INSTITUT MEDICO-SOCIAL PUBLIC,LES GALOUBIES,63406,CHAMALIERES CEDEX,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0630535P,ETABL.POUR DEF.INTELLECTUELS,INSTITUT MEDICO EDUCATIF,63730,MIREFLEURS,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631263F,INSTITUT MEDICO EDUCATIF,LA FARANDOLE,63000,CLERMONT FERRAND,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631265H,INSTITUT MEDICO EDUCATIF,MAISON DES COULEURS,63700,ST ELOY LES MINES,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631266J,INSTITUT MEDICO EDUCATIF,LE PAILLARET,63200,MOZAC,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631272R,INSTITUT MEDICO EDUCATIF,CHAUDIER,63920,PESCHADOIRES,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631273S,INSTITUT MEDICO EDUCATIF,LE CHARDONNET,63960,VEYRE MONTON,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631406L,INSTITUT MEDICO EDUCATIF,THEIX,63122,ST GENES CHAMPANELLE,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631477N,INST.MED.EDUC.,INST.MED.EDUC.,63590,CUNLHAT,063,240,INSTITUT MEDICO-EDUCATIF,MINISTERE DE L'EDUCATION NATIONALE
0631551U,INSTITUT MEDICO PEDAGOGIQUE,LA PERRIERE,63700,MONTAIGUT EN COMBRAILLE,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631552V,INSTITUT MEDICO EDUCATIF,,63910,VERTAIZON,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631553W,ETABL.POUR DEF.INTELLECTUELS,IMP ET PRO LA PLAIGNE,63570,BRASSAC LES MINES,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631555Y,ETABL.POUR DEF.INTELLECTUELS,INST.MEDICO PROF. DE SCOURDOIS,63340,ST GERVAZY,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631557A,INSTITUT MEDICO PEDAGOGIQUE,CLAIREFONTAINE,63000,CLERMONT FERRAND,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631558B,INSTITUT MEDICO EDUCATIF,CENTRE EDOUARD SEGUIN,63119,CHATEAUGAY,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0631941T,INSTITUT MEDICO EDUCATIF,CENTRE PEDRO POUTIGNAT,63600,AMBERT,063,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641182M,I.M.E.,PLAN COUSUT,64200,BIARRITZ,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641194A,IME CASTEL DE NAVARRE,CASTEL DE NAVARRE,64110,JURANCON,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641484R,ETABL.POUR DEF.INTELLECTUELS,INSTITUT MEDICO PEDAGOGIQUE,64390,ESPIUTE,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641485S,I.M.E. GEORGETTE BERTHE,I.M.E. GEORGETTE BERTHE,64320,BIZANOS,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641488V,ETABL.POUR DEF.INTELLECTUELS,INST MEDICO EDU ENSOLEILLADE,64110,JURANCON,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641490X,ETABL.POUR DEF.INTELLECTUELS,INSTITUT MEDICO PROFESSIONNEL,64110,JURANCON,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641491Y,ETABL.POUR DEF.INTELLECTUELS,INST MEDICO PROF L ENVOL,64230,LESCAR,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641492Z,I.M.E. BEILA BIDIA,BEILA BIDIA,64120,LUXE SUMBERRAUTE,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641493A,CMP LE CHATEAU,LE CHATEAU,64110,MAZERES LEZONS,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641494B,ETABL.POUR DEF.INTELLECTUELS,INST MEDICO PEDAGO L EVEIL,64360,MONEIN,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641496D,IME ADAPEI L'ESPOIR,L'ESPOIR,64400,OLORON STE MARIE,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641497E,I.M.E. FRANCIS JAMMES,FRANCIS JAMMES,64300,ORTHEZ,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641499G,ETABL.POUR DEF.INTELLECTUELS,ARC EN CIEL,64000,PAU,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641502K,ETABL.POUR DEF.INTELLECTUELS,INSTITUT MEDICO PEDAGOGIQUE,64110,RONTIGNON,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641503L,ETABL.POUR DEF.INTELLECTUELS,INST MED PEDAG LES TOURELLES,64110,ST FAUST,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641505N,ETABL.POUR DEF.INTELLECTUELS,DOMAINE DES ROSES,64110,RONTIGNON,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641508S,SESIPS ADAPEI,SESIPS ADAPEI,64290,GAN,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641512W,ETABL.POUR DEF.INTELLECTUELS,LE NID BASQUE,64600,ANGLET,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641523H,I.M.E. CHATEAU MARTOURE,I.M.E. CHATEAU MARTOURE,64260,ARUDY,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641592H,I.M.E.FRANCESSENIA,I.M.E.  FRANCESSENIA,64250,CAMBO LES BAINS,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641745Z,ETABL.POUR DEF.INTELLECTUELS,INST MEDIC EDUCATIF ADAPEI,64400,OLORON STE MARIE,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0641759P,ETAB.POUR DEF.INTELLECTUELS,ESAT RECUR,64100,BAYONNE,064,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650606F,ETABL POUR DEF INTELLECTUELS,ST-MICHEL-DE-BISCAYE,65100,LOURDES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650608H,ETABL POUR DEF INTELLECTUELS,JOSEPH FORGUES,65000,TARBES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650610K,ETABL.POUR DEF.INTELLECTUELS,IMPP.,65700,LAFITOLE,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650615R,ETABL.POUR DEF.INTELLECTUELS,IMP. LES HIRONDELLES,65100,LOURDES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650618U,ETABL.POUR DEF.INTELLECTUELS,IMP.DOMAINE DE MADIRAN,65700,MADIRAN,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650619V,ETABL POUR DEF INTELLECTUELS,CENTRE JEAN MARIE LARRIEU,65710,CAMPAN,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650621X,INSTITUT MEDICO EDUCATIF,NOTRE MAISON,65320,BORDERES SUR L ECHEZ,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650622Y,INSTITUT MEDICO EDUCATIF,,65700,LASCAZERES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650659N,ETABL.POUR DEF.INTELLECTUELS,IMPP DEPARTEMENTAL P DESPOUEY,65700,CASTELNAU RIVIERE BASSE,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650798P,ETABL POUR DEF INTELLECTUELS,LES HIRONDELLES,65330,MONTASTRUC,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650812E,ETABL POUR DEF INTELLECTUELS,LES HIRONDELLES,65000,TARBES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650860G,ETABL POUR DEF INTELLECTUELS,MAS LE CLOS FLEURI,65200,ORDIZAN,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650967Y,ETABL.POUR DEF.INTELLECTUELS,CTRE NANSOUTY,65000,TARBES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650995D,ETABL.POUR DEF.INTELLECTUELS,,65320,BORDERES SUR L ECHEZ,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650996E,ETABL.POUR DEF.INTELLECTUELS,LA PASSERELLE,65200,BAGNERES DE BIGORRE,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650998G,ETABL.POUR DEF.INTELLECTUELS,ANNEXE I.R. STE-MARIE,65000,TARBES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0650999H,ETABL.POUR DEF.INTELLECTUELS,ANNEXE DE L'IME D'AZEREIX,65000,TARBES,065,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0660506S,ETABL.POUR DEF.INTELLECTUELS,I.M.P. LA MAURESQUE,66660,PORT VENDRES,066,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0660553T,ETAB PUBLIC MEDICO EDUCATIF DU,IME SOLEIL DES PYRENEES,66000,PERPIGNAN,066,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0660627Y,ETABL.POUR DEF.INTELLECTUELS,I.M.P. LE NID,66430,BOMPAS,066,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0660628Z,INSTITUT MEDICO EDUCATIF,ARISTIDE MAILLOL,66430,BOMPAS,066,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0660629A,ETABL.POUR DEF.INTELLECTUELS,I.M.EDUCATIF LES HIRONDELLES,66000,PERPIGNAN,066,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
0660630B,INSTITUT MEDICO EDUCATIF,AL CASAL,66270,LE SOLER,066,240,INSTITUT MEDICO-EDUCATIF,SANTE ET SOLIDARITE NATIONALE
