numero_UAI,dénomination_principale,Dénomination_complémentaire,code_postal_UAI,localité_acheminement,departement,nature_uai,libelle_court,nature libellé,Ministère tutelle ,UAIDTO,ACADCO
0332694Z,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR CHT D'HALLORAN,33600,PESSAC,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,2-Apr-84,04
0332548R,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR CAYCHAC,33290,BLANQUEFORT,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-81,04
0332840H,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR ROCHEREAU,33240,ST ANDRE DE CUBZAC,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-91,04
0332843L,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR L'ILE VERTE,33210,TOULENNE,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-91,04
0333074M,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR RIVIERE BLEUE,33130,BEGLES,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,04
0333078S,ETABLISSEMENT HOSPITALIER,UNITE POUR ADO. HOP C. PERRENS,33000,BORDEAUX,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,04
0333087B,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR LES DOMINOS,33400,TALENCE,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,04
0342047R,ETS HOSPITALIER DE JOUR,ESPACE BASAGLIA,34200,SETE,034,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-00,11
0352677V,HOPITAL DE JOUR,CH GUILLAUME REGNIER RENNES CT,35300,FOUGERES,035,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-03,14
0352816W,HOPITAL DE JOUR,LA CLAIRIERE,35500,VITRE,035,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-10,14
0352685D,HOPITAL DE JOUR,CH GUILLAUME REGNIER RENNES,35580,GUICHEN,035,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-04,14
0360779B,ETABLISSEMENT HOSPITALIER,SECTEUR PSYCH.INFANTO-JUVÉNILE,36000,CHATEAUROUX,036,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-92,18
0371332X,ETABLISSEMENT HOSPITALIER,HOPITAL JOUR ENFANTS CHARPRAIE,37170,CHAMBRAY LES TOURS,037,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,25-Sep-80,18
0371778G,CENTRE HOSPITALIER DU CHINONAI,CENTRE ORESTE,37000,TOURS,037,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-96,18
0381021D,ETABLISSEMENT HOSPITALIER,SPECIALISE,38120,ST EGREVE,038,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,26-Jul-65,08
0382661L,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR POUR ENFANTS,38500,COUBLEVIE,038,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-81,08
0382695Y,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR POUR ENFANTS,38300,BOURGOIN JALLIEU,038,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,12-Jun-82,08
0383039X,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR POUR ENFANTS,38110,LA TOUR DU PIN,038,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,3-Jun-92,08
0400021F,ETABLISSEMENT HOSPITALIER,CMP J.SARRAILH AN CLG.G.CRAMPE,40800,AIRE SUR L ADOUR,040,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,20-Dec-68,04
0411056A,CENTRE HOSPITALIER,ROMORANTIN-LANTHENAY,41200,ROMORANTIN LANTHENAY,041,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-08,18
0021791L,ETABLISSEMENT HOSPITALIER,,02200,SOISSONS,002,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,10-Dec-75,20
0031061M,ETABLISSEMENT HOSPITALIER,,03200,VICHY,003,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-Mar-95,06
0100888L,ETABLISSEMENT HOSPITALIER,CONSULTATION MED-PSYCHOLOGIQUE,10500,BRIENNE LE CHATEAU,010,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,23-Oct-76,19
0101120N,HOPITAL DE JOUR ESPACE RETROUV,CMP-CATTP L'ESPACE RETROUVE,10000,TROYES,010,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-06,19
0101119M,HOPITAL DE JOUR,CMP-CATTP PREMICES,10100,ROMILLY SUR SEINE,010,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-06,19
0110976B,ETABLISSEMENT HOSPITALIER,PEDIATRIE,11000,CARCASSONNE,011,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-92,11
0150741Z,CENTRE HOSPITALIER,,15100,ST FLOUR,015,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-Jan-93,06
0171498L,ETABLISSEMENT HOSPITALIER,GROUPE HOSP. ROCHELLE-RE AUNIS,17000,LA ROCHELLE,017,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-97,13
0261047X,ETABLISSEMENT HOSPITALIER,SITE DE SAINT VALLIER,26240,ST VALLIER,026,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,31-Oct-76,08
0271787W,ETABLISSEMENT HOSPITALIER,LA MUSSE,27180,ST SEBASTIEN DE MORSENT,027,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-03,21
0292091R,CENTRE HOSPITALIER,BOHARS  ANTENNE CHRU BREST,29820,BOHARS,029,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,26-Mar-93,14
0332841J,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,33380,BIGANOS,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-91,04
0333080U,ETABLISSEMENT HOSPITALIER,CATT P LE COQUELICOT,33150,CENON,033,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,04
0390958E,HOPITAL DE JOUR,NORD JURA PHAR'EN DOLE,39100,DOLE,039,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-Feb-77,03
0150656G,ETABLISSEMENT HOSPITALIER,,15000,AURILLAC,015,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,30-Nov-76,06
0241299G,HOPITAL DE JOUR POUR ENFANTS,,24700,MONTPON MENESTEROL,024,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-17,04
0230603F,ETABLISSEMENT HOSPITALIER,CTRE PSYCHO INFANTILE,23320,ST VAURY,023,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-18,22
0090698K,ETABLISSEMENT HOSPITALIER,,09000,L HERM,009,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,20-Dec-68,16
0573074G,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR (SIS A YUTZ),57126,THIONVILLE CEDEX,057,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-82,12
0693214U,ETABLISSEMENT HOSPITALIER,CTRE DES MASSUES-A BONJEAN,69322,LYON CEDEX 05,069,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-84,10
0541934J,ETABLISSEMENT HOSPITALIER,ECOLE DES ENFANTS HOSPITALISES,54511,VANDOEUVRE LES NANCY CEDEX,054,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,21-Nov-77,12
0595590F,ETABLISSEMENT HOSPITALIER,USNB PSYCHIATRIE HOP FONTAN,59037,LILLE CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-82,09
0631865K,CENTRE HOSPITALIER,,63307,THIERS CEDEX,063,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Feb-78,06
0421634Y,ETABLISSEMENT HOSPITALIER,SERVICE DE PEDOPSYCHIATRIE,42000,ST ETIENNE,042,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,26-Apr-76,10
0741306T,ETABLISSEMENT HOSPITALIER,METZ TESSY,74370,EPAGNY METZ TESSY,074,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,23-May-80,08
0597035B,CLINIQUE DES 4 CANTONS,CLINIQUE DES 4 CANTONS,59664,VILLENEUVE D ASCQ CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-05,09
0721325Z,ETABLISSEMENT HOSPITALIER,FOYER CHEMIRE LE GAUDIN,72300,SABLE SUR SARTHE,072,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,29-Nov-76,17
0693004R,ECOLE,ENFANTS ADOLESCENTS HOSPITALIS,69655,VILLEFRANCHE SUR SAONE CED,069,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,22-Jun-81,10
0731471C,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER CHAMBÉRY,73001,CHAMBERY CEDEX,073,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,5-May-98,08
0421816W,ETABLISSEMENT HOSPITALIER,CLASSE THERAPEUTIQUE SOLAURE,42100,ST ETIENNE,042,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-80,10
0441708T,ETABLISSEMENT HOSPITALIER,GEORGES DAUMEZON,44342,BOUGUENAIS CEDEX,044,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,20-May-75,17
0442045J,ETABLISSEMENT HOSPITALIER,C H R  HOPITAL MERE ET ENFANT,44093,NANTES CEDEX 1,044,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-84,17
0442341F,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,44000,NANTES,044,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-96,17
0442678X,ETABLISSEMENT HOSPITALIER,,44200,NANTES,044,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,29-Mar-10,17
0451321S,CTR HOSPITALIER DEPARTEMENTAL,G DAUMEZON,45402,FLEURY LES AUBRAIS CEDEX,045,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,13-Sep-79,18
0460687X,ETABLISSEMENT HOSPITALIER,,46000,CAHORS,046,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Jun-93,16
0470949B,ETABLISSEMENT HOSPITALIER,CENTRE DE JOUR LES CAFANILHS,47500,FUMEL,047,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-99,04
0491733T,UNITE ENSEIGNEMENT R MISES,CENTRE ROGER MISES,49000,ANGERS,049,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,5-Apr-75,17
0492131A,ECOLE DU C.H.U.,,49933,ANGERS CEDEX 9,049,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,2-Sep-93,17
0501982H,ETABLISSEMENT  HOSPITALIER,ST HILAIRE DU HARCOUET,50600,ST HILAIRE DU HARCOUET,050,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Feb-06,05
0530871J,ECOLE CMP - HOPITAL DE JOUR,,53015,LAVAL CEDEX,053,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,13-Sep-79,17
0541851U,ETABLISSEMENT HOSPITALIER,EC.SPEC.CTRE.PSYCHOTH.DE NANCY,54521,LAXOU CEDEX,054,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,10-Oct-74,12
0561542X,HOPITAL,ECOLE DES CPEA,56000,VANNES,056,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,21-Sep-80,14
0572745Z,CTRE HOSPITALIER DE JURY,CENTRE HOSPITALIER SPECIALISE,57000,METZ,057,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,18-Nov-75,12
0595815A,ETABLISSEMENT HOSPITALIER,HOP. DE PSYCHOTHERAPIE DE JOUR,59322,VALENCIENNES CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,16-Apr-88,09
0596968D,CENTRE DE RESSOURCES AUTISMES,DU NORD PAS DE CALAIS,59120,LOOS,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,3-Jan-06,09
0596993F,CENTRE HOSPITALIER O LAMBRET,,59020,LILLE CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-55,09
0601904U,CENTRE HOSPITALIER,ECOLE EN PEDIATRIE,60321,COMPIEGNE CEDEX,060,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-91,20
0622473B,ETS POUR DEFICIENTS MOTEURS,ETABLISSEMENT HELIO MARINS,62608,BERCK CEDEX,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-46,09
0622507N,ETABLISSEMENT HOSPITALIER,CENTRE LA MOLLIERE - UGECAM,62601,BERCK CEDEX,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Feb-53,09
0623836H,ETABLISSEMENT HOSPITALIER,HOPITAL JOUR INFANTO-JUVENIL,62307,LENS CEDEX,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-88,09
0623922B,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,62107,CALAIS CEDEX,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,4-Nov-91,09
0623946C,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR PEDIATRIE,62022,ARRAS CEDEX,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-92,09
0631808Y,ETABLISSEMENT HOSPITALIER,CTRE JOUR CMP STE MARIE,63200,RIOM,063,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-88,06
0631975E,CENTRE HOSPITALIER,SAINTE-MARIE CLERMONT-FERRAND,63037,CLERMONT FERRAND CEDEX 1,063,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Jan-01,06
0641746A,ETS HOSP.,HOPITAL DE JOUR POUR ENFANTS,64400,OLORON STE MARIE,064,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-Sep-78,04
0642069B,CENTRE HOSP. DE LA COTE BASQUE,HOPITAL DE JOUR  ADOLESCENTS,64100,BAYONNE,064,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-11,04
0660962M,CENTRE HOSPITALIER,PERPIGNAN,66046,PERPIGNAN CEDEX,066,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-19,11
0671529Y,"ETAB HOSPITALIER, ECOLE SPECIA",SERVICE DE PEDIATRIE 68-12,67098,STRASBOURG CEDEX 2,067,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,22-Sep-66,15
0691831R,ECOLE SPE ENF MALADES HOP LYON,A L'HOPITAL MERE ET ENFANT,69677,BRON CEDEX,069,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,12-Apr-67,10
0693443T,HOPITAL DE JOUR,SAINT JEAN DE DIEU,69008,LYON,069,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,6-Mar-90,10
0701068F,ETABLISSEMENT HOSPITALIER,GROUPE HOSPITALIER 70,70014,VESOUL CEDEX,070,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,16-Apr-34,03
0701175X,ETB. HOSPITALIER INTERSECTEUR,LES HABERGES UNITE TOPAZE,70000,VESOUL,070,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Feb-03,03
0701174W,HOPITAL DE JOUR ENFANTS,,70200,LURE,070,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Apr-00,03
0711655N,CENTRE HOSPITALIER GENERAL,,71321,CHALON SUR SAONE CEDEX,071,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-87,07
0720873H,ETABLISSEMENT HOSPITALIER,ECOLE ENFANTS HOSPITALISES,72037,LE MANS CEDEX 9,072,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,18-Mar-68,17
0741289Z,ETABLISSEMENT HOSPITALIER,REGION ANNECIENNE,74370,ANNECY,074,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-79,08
0430860B,ETABLISSEMENT HOSPITALIER,ECOLE PUBLIQUE SPECIALISEE,43001,LE PUY EN VELAY CEDEX,043,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-Jun-77,06
0422288J,CLASSE HOPITAL BELLEVUE,CLASSE HOPITAL BELLEVUE,42100,ST ETIENNE,042,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-11,10
0431034R,HOPITAL DE JOUR INFANTO JUVENI,BRIOUDE,43100,BRIOUDE,043,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-18,06
0431033P,HOPITAL DE JOUR INFANTO JUVENI,MONISTROL-SUR-LOIRE,43120,MONISTROL SUR LOIRE,043,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-18,06
0441538H,ETABLISSEMENT HOSPITALIER,SERV PEDOPSYCHIATRIE STNAZAIRE,44606,ST NAZAIRE CEDEX,044,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,8-Oct-71,17
0501544G,ETABLISSEMENT HOSPITALIER,PÔLE RESSOURCES ENFANCE,50100,CHERBOURG EN COTENTIN,050,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,31-May-76,05
0510544P,ETABLISSEMENT HOSPITALIER,HOP. AMERICAIN,51092,REIMS CEDEX,051,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,14-Sep-65,19
0511830M,ETABLISSEMENT HOSPITALIER,HOP. ROBERT DEBRE,51100,REIMS,051,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-82,19
0520887G,CENTRE HOSPITALIER HAUTE-MARNE,CENTRE DES LACHATS,52100,ST DIZIER,052,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,4-Oct-76,19
0550773S,CENTRE HOSPITALIER SPECIALISE,,55000,FAINS VEEL,055,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,22-Apr-68,12
0550899D,CENTRE HOSPITALIER SPECIALISE,CHANTERAINE,55107,VERDUN CEDEX,055,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,7-Dec-77,12
0590520V,ETABLISSEMENT HOSPITALIER,CPIJ EPSM CENTRE VULLIEN,59487,ARMENTIERES CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,29-Jun-65,09
0592594Z,ETABLISSEMENT HOSPITALIER,HOP MARITIME VANCAUWENBERGHE,59123,ZUYDCOOTE,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,5-Jul-65,09
0596006H,ETABLISSEMENT HOSPITALIER,CENTRE CHATEAU MAINTENON,59600,MAUBEUGE,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-93,09
0596398J,ETABLISSEMENT HOSPITALIER,ST VINCENT DE PAUL - SERV PEDI,59020,LILLE CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-98,09
0596435Z,ETABLISSEMENT HOSPITALIER,CENTRE DE VALENCIENNES,59300,VALENCIENNES,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-99,09
0596502X,ETABLISSEMENT HOSPITALIER,CENTRE HOSPITALIER DE TOURCOIN,59208,TOURCOING CEDEX,059,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,09
0611308R,CENTRE HOSPITALIER,,61100,FLERS,061,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-78,05
0622750C,ETABLISSEMENT HOSPITALIER,INSTITUT CALOT,62608,BERCK CEDEX,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Jan-01,09
0631269M,ETABLISSEMENT HOSPITALIER,CHU ESTAING,63003,CLERMONT FERRAND CEDEX 1,063,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,25-Mar-69,06
0624422V,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR,62770,AUCHY LES HESDIN,062,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-11,09
0641453G,CENTRE HOSP. DES PYRENEES,HOPITAL DE JOUR,64039,PAU CEDEX,064,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,22-May-74,04
0660783T,CTRE HOSPITAL L-J GREGORY,UNITE ENSEIGNT LA PASSERELLE,66301,THUIR CEDEX,066,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,10-Sep-93,11
0681883C,HOSPICES CIVILS,SERVICE DE PIJ,68024,COLMAR CEDEX,068,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-93,15
0692642X,ECOLE SPECIALISEE BEAUJARD,C.H.S. ST CYR,69450,ST CYR AU MONT D OR,069,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,31-Oct-76,10
0711437B,CENTRE HOSPITALIER SPECIALISE,,71100,SEVREY,071,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-88,07
0731368R,ETABLISSEMENT HOSPITALIER,CHS DE LA SAVOIE,73011,CHAMBERY CEDEX,073,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-88,08
0601480H,CENTRE HOSPIT.INTERDEPARTEM.,CENTRE INFANTO.JUVEN. E.SEGUIN,60600,FITZ JAMES,060,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-May-74,20
0471011U,CADS,CADS,47000,AGEN,047,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-86,04
0480498F,ETABLISSEMENT HOSPITALIER,SERVICE D ENFANTS,48120,ST ALBAN SUR LIMAGNOLE,048,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,22-Oct-68,11
0460591T,ETABLISSEMENT HOSPITALIER,SECTION POUR ENFANTS,46120,LEYME,046,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,6-Dec-76,16
0561365E,HOPITAL,ECOLE DES CPEA,56850,CAUDAN,056,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,15-Jun-73,14
0580750A,CENTRE HOSPITALIER,ECOLE SPECIALISEE,58000,NEVERS,058,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-87,07
0711770N,CENTRE HOSPITALIER GENERAL,LES CHANAUX,71870,HURIGNY,071,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-77,07
0422083L,ETABLISSEMENT HOSPITALIER,HOPITAL DE JOUR MATEL,42300,ROANNE,042,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-94,10
0442301M,ETABLISSEMENT HOSPITALIER,,44130,BLAIN,044,200,HOPITAL,ETABLISSEMENT HOSPITALIER,SANTE ET SOLIDARITE NATIONALE,1-Sep-94,17
